strain	cluster
USA/WA-CDC-UW22011031882/2022	1221
USA/WA-S15794/2021	1222
USA/WA-CDC-UW21122452313/2021	1223
USA/WA-CDC-UW22022542896/2022	1224
USA/WA-CDC-UW22021100501/2022	1225
USA/WA-CDC-UW22030372478/2022	1226
USA/WA-CDC-UW22020760443/2022	1227
USA/WA-CDC-UW22020787882/2022	1227
USA/WA-S16188/2021	1228
USA/WA-S15833/2021	1229
USA/WA-CDC-ASC210638600/2021	1230
USA/WA-S17082/2022	1230
USA/WA-S17040/2022	1230
USA/WA-S17297/2022	1230
USA/WA-CDC-LC0496844/2022	1231
USA/WA-CDC-UW21122900287/2021	1232
USA/WA-CDC-UW22030264775/2022	1233
USA/WA-UW-22021696819/2022	1234
USA/WA-CDC-UW22030493678/2022	1235
USA/WA-CDC-UW22030558880/2022	1235
USA/WA-ALTCOV-XT7TOUCBML2KSUGK/2021	1236
USA/WA-CDC-UW21121314182/2021	1236
USA/WA-UW-21122131254/2021	1237
USA/WA-S19066/2022	1238
USA/WA-CDC-LC0552989/2022	1238
USA/WA-S17116/2022	1239
USA/WA-S17875/2022	1240
USA/WA-PHL-014979/2022	1241
USA/WA-CDC-UW22022684658/2022	1242
USA/WA-PHL-009559/2021	1243
USA/WA-CDC-UW22020865423/2022	1244
USA/WA-CDC-UW22020815430/2022	1244
USA/WA-CDC-UW22022889579/2022	1244
USA/WA-CDC-UW22020425008/2022	1244
USA/WA-CDC-UW22030591133/2022	1244
USA/WA-CDC-UW22022295478/2022	1244
USA/WA-PHL-015907/2022	1244
USA/WA-CDC-UW22022882581/2022	1244
USA/WA-CDC-UW22022547688/2022	1244
USA/WA-UW-22022485352/2022	1244
USA/WA-PHL-009527/2021	1245
USA/WA-CDC-UW22020924954/2022	1246
USA/WA-CDC-UW22022331074/2022	1247
USA/WA-UW-22021736473/2022	1248
USA/WA-S19234/2022	1249
USA/WA-S18762/2022	1250
USA/WA-UW-22020859482/2022	1250
USA/WA-CDC-LC0536107/2022	1250
USA/WA-CDC-UW22021508293/2022	1250
USA/WA-S17804/2022	1251
USA/WA-CDC-LC0451388/2021	1252
USA/WA-CDC-UW22020860420/2022	1253
USA/WA-CDC-LC0553287/2022	1254
USA/WA-UW-22030250682/2022	1255
USA/WA-S15848/2021	1256
USA/WA-CDC-UW22022500854/2022	1257
USA/WA-CDC-UW22022746581/2022	1257
USA/WA-CDC-UW22011236166/2022	1258
USA/WA-UW-22011058158/2022	1258
USA/WA-PHL-013408/2022	1259
USA/WA-UW-22021772446/2022	1260
USA/WA-CDC-UW22011075074/2022	1261
USA/WA-CDC-LC0477480/2022	1262
USA/WA-S17368/2022	1263
USA/WA-CDC-LC0529010/2022	1264
USA/WA-S18594/2022	1265
USA/WA-UW-22021063051/2022	1266
USA/WA-CDC-UW22030497268/2022	1267
USA/WA-CDC-LC0455124/2022	1268
USA/WA-CDC-UW22022584800/2022	1269
USA/WA-CDC-UW22020302999/2022	1270
USA/WA-CDC-UW22021068901/2022	1270
USA/WA-S18844/2022	1271
USA/WA-S18801/2022	1271
USA/WA-PHL-014821/2022	1272
USA/WA-CDC-LC0533904/2022	1272
USA/WA-UW-22030227148/2022	1273
USA/WA-CDC-UW22030315445/2022	1273
USA/WA-CDC-UW22020993307/2022	1274
USA/WA-CDC-UW22030150503/2022	1274
USA/WA-CDC-UW22030130372/2022	1274
USA/WA-CDC-UW22022759550/2022	1275
USA/WA-S16908/2022	1276
USA/WA-S16741/2022	1277
USA/WA-CDC-UW22020413558/2022	1278
USA/WA-CDC-UW21121011400/2021	1279
USA/WA-CDC-ASC210571143/2021	1280
USA/WA-CDC-ASC210570847/2021	1281
USA/WA-CDC-UW22021066852/2022	1282
USA/WA-S18215/2022	1283
USA/WA-CDC-UW22020245292/2022	1284
USA/WA-CDC-UW22010814530/2022	1284
USA/WA-CDC-UW21122189682/2021	1284
USA/WA-CDC-UW21121678038/2021	1284
USA/WA-CDC-UW21122489646/2021	1284
USA/WA-CDC-UW22010883853/2022	1284
USA/WA-CDC-UW22011059740/2022	1284
USA/WA-S17640/2022	1284
USA/WA-CDC-UW22010459173/2022	1284
USA/WA-CDC-UW22010443476/2022	1284
USA/WA-CDC-UW21122494358/2021	1284
USA/WA-CDC-UW21121010766/2021	1284
USA/WA-CDC-UW21122483464/2021	1284
USA/WA-CDC-UW22020929159/2022	1284
USA/WA-CDC-UW21121734849/2021	1285
USA/WA-CDC-UW21121731931/2021	1285
USA/WA-CDC-UW21121711103/2021	1285
USA/WA-CDC-UW21122420148/2021	1286
USA/WA-UW-22010455534/2022	1287
USA/WA-CDC-UW22010748441/2022	1287
USA/WA-UW-21123000317/2021	1288
USA/WA-CDC-UW21122959866/2021	1289
USA/WA-CDC-UW22010886697/2022	1290
USA/WA-CDC-UW22010426898/2022	1291
USA/WA-CDC-UW22010765818/2022	1292
USA/WA-CDC-UW22010710813/2022	1292
USA/WA-CDC-UW21121712671/2021	1292
USA/WA-CDC-UW21121268168/2021	1292
USA/WA-CDC-UW21121492014/2021	1292
USA/WA-CDC-UW21121745564/2021	1292
USA/WA-CDC-UW22020952215/2022	1292
USA/WA-CDC-UW21121556264/2021	1292
USA/WA-CDC-UW21122987755/2021	1292
USA/WA-CDC-UW21122357927/2021	1292
USA/WA-CDC-UW22021452949/2022	1292
USA/WA-CDC-UW22010703173/2022	1292
USA/WA-CDC-UW22011042952/2022	1292
USA/WA-CDC-UW21122461596/2021	1292
USA/WA-CDC-UW21122445351/2021	1292
USA/WA-CDC-UW22010873590/2022	1292
USA/WA-CDC-UW21122991377/2021	1293
USA/WA-CDC-UW22011088714/2022	1294
USA/WA-CDC-UW22010794853/2022	1295
USA/WA-CDC-UW22020412214/2022	1296
USA/WA-S18546/2022	1297
USA/WA-S18618/2022	1297
USA/WA-CDC-UW22030288848/2022	1297
USA/WA-CDC-UW22022571361/2022	1297
USA/WA-CDC-UW22021264778/2022	1298
USA/WA-CDC-UW22022373874/2022	1299
USA/WA-UW-22021707581/2022	1300
USA/WA-CDC-UW22021245251/2022	1301
USA/WA-CDC-UW21122064672/2021	1301
USA/WA-PHL-009613/2021	1301
USA/WA-PHL-009558/2021	1301
USA/WA-PHL-009698/2021	1302
USA/WA-PHL-009601/2021	1303
USA/WA-S17541/2022	1304
USA/WA-CDC-LC0499611/2022	1305
USA/WA-S19217/2022	1305
USA/WA-CDC-UW22022590952/2022	1305
USA/WA-S19195/2022	1305
USA/WA-S19198/2022	1305
USA/WA-UW-21123035123/2021	1306
USA/WA-UW-22020431904/2022	1306
USA/WA-CDC-UW21121592539/2021	1306
USA/WA-CDC-UW21123110409/2021	1306
USA/WA-CDC-UW22020944788/2022	1306
USA/WA-CDC-UW22020966706/2022	1306
USA/WA-CDC-UW21122762315/2021	1306
USA/WA-UW-21121997299/2021	1306
USA/WA-CDC-UW21121941954/2021	1306
USA/WA-CDC-UW21122026414/2021	1306
USA/WA-CDC-UW22020375919/2022	1306
USA/WA-CDC-UW21122834721/2021	1306
USA/WA-CDC-UW21122981384/2021	1306
USA/WA-CDC-LC0538290/2022	1306
USA/WA-CDC-UW22010637280/2022	1306
USA/WA-CDC-UW22010632424/2022	1306
USA/WA-CDC-UW22021493303/2022	1307
USA/WA-PHL-009496/2021	1308
USA/WA-S16926/2022	1309
USA/WA-S18046/2022	1310
USA/WA-S17604/2022	1311
USA/WA-PHL-015831/2022	1312
USA/WA-CDC-LC0557006/2022	1313
USA/WA-CDC-LC0561601/2022	1314
USA/WA-CDC-LC0477878/2022	1315
USA/WA-CDC-UW22011096714/2022	1316
USA/WA-CDC-UW21122449969/2021	1316
USA/WA-CDC-LC0446848/2021	1316
USA/WA-PHL-013308/2022	1316
USA/WA-UW-22021750690/2022	1317
USA/WA-CDC-LC0556631/2022	1318
USA/WA-PHL-014957/2022	1319
USA/WA-S17318/2022	1320
USA/WA-S19386/2021	1321
USA/WA-S16842/2022	1322
USA/WA-CDC-UW21121706016/2021	1323
USA/WA-UW-22011077760/2022	1324
USA/WA-S16429/2022	1325
USA/WA-CDC-UW22020932416/2022	1326
USA/WA-UW-22020983001/2022	1326
USA/WA-S17338/2022	1327
USA/WA-UW-22022315425/2022	1328
USA/WA-S17017/2022	1329
USA/WA-CDC-UW22022800750/2022	1330
USA/WA-CDC-LC0452581/2021	1331
USA/WA-S16483/2022	1332
USA/WA-S17937/2022	1333
USA/WA-PHL-009564/2021	1334
USA/WA-CDC-LC0528969/2022	1335
USA/WA-CDC-LC0555965/2022	1336
USA/WA-CDC-UW22030133729/2022	1337
USA/WA-CDC-UW22030674640/2022	1338
USA/WA-CDC-UW22030437124/2022	1338
USA/WA-CDC-UW22030303103/2022	1338
USA/WA-PHL-014001/2022	1339
USA/WA-CDC-UW22012568483/2022	1340
USA/WA-CDC-UW21120872352/2021	1341
USA/WA-PHL-009513/2021	1342
USA/WA-PHL-009682/2021	1343
USA/WA-PHL-009672/2021	1343
USA/WA-CDC-UW21123047726/2021	1344
USA/WA-PHL-015795/2022	1344
USA/WA-S17213/2022	1344
USA/WA-CDC-LC0444908/2021	1345
USA/WA-CDC-UW22020477072/2022	1346
USA/WA-CDC-UW22022624432/2022	1346
USA/WA-CDC-UW22022678304/2022	1346
USA/WA-CDC-LC0525795/2022	1347
USA/WA-UW-22022315617/2022	1348
USA/WA-S19233/2022	1348
USA/WA-S19419/2022	1349
USA/WA-S16831/2022	1350
USA/WA-PHL-013724/2022	1351
USA/WA-UW-22020896555/2022	1352
USA/WA-CDC-UW22020873489/2022	1352
USA/WA-PHL-014876/2022	1352
USA/WA-CDC-UW22030394962/2022	1353
USA/WA-S18296/2022	1354
USA/WA-CDC-UW22012251233/2022	1355
USA/WA-CDC-LC0456377/2021	1356
USA/WA-CDC-UW22021780822/2022	1357
USA/WA-CDC-LC0561590/2022	1357
USA/WA-CDC-LC0547707/2022	1357
USA/WA-CDC-UW22022546867/2022	1357
USA/WA-PHL-015839/2022	1357
USA/WA-CDC-UW22030284364/2022	1357
USA/WA-CDC-UW22030194472/2022	1357
USA/WA-CDC-UW22020232209/2022	1358
USA/WA-CDC-UW22022217514/2022	1359
USA/WA-UW-22021734789/2022	1359
USA/WA-CDC-UW22021899676/2022	1360
USA/WA-UW-22021809098/2022	1360
USA/WA-S16580/2022	1361
USA/WA-PHL-015016/2022	1362
USA/WA-CDC-LC0469294/2022	1363
USA/WA-S18165/2022	1364
USA/WA-PHL-011961/2022	1365
USA/WA-CDC-UW22030423866/2022	1366
USA/WA-CDC-UW22030482767/2022	1366
USA/WA-CDC-UW22021680914/2022	1367
USA/WA-S15835/2021	1368
USA/WA-S18133/2022	1369
USA/WA-UW-21122111655/2021	1370
USA/WA-UW-22022354319/2022	1371
USA/WA-CDC-UW22022514525/2022	1372
USA/WA-CDC-UW21121587343/2021	1373
USA/WA-PHL-009641/2021	1373
USA/WA-PHL-009599/2021	1373
USA/WA-PHL-009627/2021	1373
USA/WA-S19338/2021	1374
USA/WA-S16853/2022	1375
USA/WA-S18532/2022	1375
USA/WA-S19317/2021	1376
USA/WA-PHL-009782/2021	1377
USA/WA-PHL-009762/2021	1377
USA/WA-PHL-009759/2021	1377
USA/WA-PHL-009804/2021	1377
USA/WA-CDC-UW22020373877/2022	1378
USA/WA-CDC-UW22030120002/2022	1378
USA/WA-CDC-UW22022721787/2022	1378
USA/WA-PHL-013233/2022	1378
USA/WA-S18592/2022	1378
USA/WA-CDC-UW21122143257/2021	1379
USA/WA-S17443/2022	1380
USA/WA-S17152/2022	1381
USA/WA-CDC-UW22030431138/2022	1382
USA/WA-CDC-UW22030485270/2022	1383
USA/WA-CDC-UW22030496167/2022	1383
USA/WA-CDC-UW22030434993/2022	1383
USA/WA-S18958/2022	1384
USA/WA-CDC-UW22020429894/2022	1385
USA/WA-S17545/2022	1386
USA/WA-CDC-LC0520686/2022	1387
USA/WA-CDC-UW22022849702/2022	1387
USA/WA-CDC-UW22030369997/2022	1387
USA/WA-CDC-UW22030343082/2022	1387
USA/WA-CDC-UW22030308933/2022	1387
USA/WA-CDC-UW22030118502/2022	1387
USA/WA-CDC-UW22030165058/2022	1387
USA/WA-CDC-UW22022834626/2022	1387
USA/WA-CDC-LC0557775/2022	1387
USA/WA-CDC-UW22021473677/2022	1388
USA/WA-CDC-UW22021523603/2022	1389
USA/WA-UW-22022316842/2022	1389
USA/WA-S19063/2022	1389
USA/WA-CDC-UW22030203134/2022	1389
USA/WA-CDC-UW22021014547/2022	1390
USA/WA-S16662/2022	1391
USA/WA-UW-22020123311/2022	1392
USA/WA-S18599/2022	1393
USA/WA-CDC-UW22022093926/2022	1393
USA/WA-CDC-UW22021573020/2022	1393
USA/WA-S18985/2022	1393
USA/WA-S18994/2022	1393
USA/WA-S18995/2022	1393
USA/WA-S19038/2022	1393
USA/WA-S18975/2022	1393
USA/WA-S19058/2022	1394
USA/WA-PHL-010218/2022	1395
USA/WA-UW-22020485648/2022	1396
USA/WA-CDC-LC0521030/2022	1397
USA/WA-CDC-UW22021499336/2022	1398
USA/WA-CDC-LC0538655/2022	1399
USA/WA-PHL-013950/2022	1399
USA/WA-CDC-UW22022368622/2022	1400
USA/WA-CDC-UW22022503191/2022	1401
USA/WA-PHL-016165/2022	1401
USA/WA-UW-21120120771/2021	1402
USA/WA-CDC-UW21122752075/2021	1403
USA/WA-CDC-ASC210544253/2022	1404
USA/WA-S16504/2021	1405
USA/WA-S16009/2021	1405
USA/WA-S16775/2022	1406
USA/WA-S18552/2022	1407
USA/WA-CDC-UW22022140155/2022	1408
USA/WA-PHL-015856/2022	1408
USA/WA-CDC-UW21122755809/2021	1409
USA/WA-S17848/2021	1410
USA/WA-PHL-014144/2022	1411
USA/WA-S18191/2022	1412
USA/WA-CDC-LC0528768/2022	1412
USA/WA-S18905/2022	1413
USA/WA-UW-22021928624/2022	1414
USA/WA-CDC-LC0514187/2022	1414
USA/WA-PHL-016664/2022	1415
USA/WA-CDC-UW22021679570/2022	1416
USA/WA-CDC-UW22021253186/2022	1416
USA/WA-CDC-LC0521516/2022	1417
USA/WA-S16606/2022	1418
USA/WA-S16547/2022	1418
USA/WA-S16631/2022	1419
USA/WA-S16938/2022	1420
USA/WA-CDC-UW21121482243/2021	1421
USA/WA-PHL-009674/2021	1422
USA/WA-PHL-009536/2021	1423
USA/WA-CDC-UW21122031979/2021	1424
USA/WA-CDC-UW21122451121/2021	1425
USA/WA-PHL-012066/2021	1426
USA/WA-CDC-UW21121775323/2021	1427
USA/WA-S15812/2021	1427
USA/WA-UW-22020883925/2022	1428
USA/WA-CDC-LC0563280/2022	1428
USA/WA-S19204/2022	1428
USA/WA-CDC-UW22021066482/2022	1429
USA/WA-CDC-UW22022663490/2022	1430
USA/WA-PHL-012806/2022	1431
USA/WA-CDC-UW22030192596/2022	1432
USA/WA-CDC-UW22030532121/2022	1433
USA/WA-CDC-UW22030429118/2022	1433
USA/WA-CDC-UW22020466598/2022	1434
USA/WA-CDC-UW22021018743/2022	1435
USA/WA-CDC-UW22010265398/2022	1436
USA/WA-CDC-LC0455117/2022	1436
USA/WA-S17616/2022	1437
USA/WA-CDC-LC0445462/2021	1438
USA/WA-CDC-UW21123067555/2021	1439
USA/WA-CDC-LC0561814/2022	1440
USA/WA-PHL-015932/2022	1441
USA/WA-S16964/2022	1442
USA/WA-CDC-UW22021944686/2022	1443
USA/WA-S17542/2022	1444
USA/WA-CDC-LC0499860/2022	1445
USA/WA-S18746/2022	1446
USA/WA-S17701/2022	1446
USA/WA-S17420/2022	1446
USA/WA-S17608/2022	1447
USA/WA-CDC-LC0499766/2022	1448
USA/WA-CDC-UW22022359368/2022	1449
USA/WA-S18563/2022	1450
USA/WA-CDC-LC0536120/2022	1451
USA/WA-CDC-UW22020907592/2022	1452
USA/WA-S18582/2022	1452
USA/WA-CDC-LC0554894/2022	1453
USA/WA-CDC-UW22022383827/2022	1453
USA/WA-S19089/2022	1453
USA/WA-PHL-015131/2022	1453
USA/WA-S17281/2022	1454
USA/WA-PHL-014982/2022	1454
USA/WA-CDC-LC0455111/2022	1455
USA/WA-CDC-LC0557693/2022	1455
USA/WA-S18327/2022	1456
USA/WA-CDC-UW22020881232/2022	1457
USA/WA-PHL-009546/2021	1458
USA/WA-CDC-UW22022504586/2022	1459
USA/WA-CDC-UW21121059472/2021	1460
USA/WA-CDC-UW22011069279/2022	1460
USA/WA-CDC-UW22020950957/2022	1460
USA/WA-CDC-UW22010704697/2022	1460
USA/WA-S17077/2022	1461
USA/WA-CDC-UW22022160025/2022	1462
USA/WA-PHL-011140/2022	1463
USA/WA-S19078/2022	1464
USA/WA-S16414/2022	1465
USA/WA-S18198/2022	1466
USA/WA-CDC-UW22022515475/2022	1467
USA/WA-CDC-UW22011031053/2022	1468
USA/WA-CDC-UW22010596601/2022	1469
USA/WA-CDC-UW21122979275/2021	1470
USA/WA-CDC-UW22011029950/2022	1470
USA/WA-CDC-UW22020966204/2022	1470
USA/WA-CDC-UW21123194916/2021	1470
USA/WA-CDC-UW22020211408/2022	1470
USA/WA-UW-21122473551/2021	1470
USA/WA-UW-21123075110/2021	1470
USA/WA-CDC-UW21121724564/2021	1470
USA/WA-CDC-UW21122885097/2021	1471
USA/WA-CDC-UW22010848857/2022	1472
USA/WA-CDC-UW22010872831/2022	1473
USA/WA-CDC-UW22030196757/2022	1474
USA/WA-CDC-LC0547955/2022	1474
USA/WA-CDC-UW21121277449/2021	1474
USA/WA-CDC-UW21122175175/2021	1474
USA/WA-CDC-UW21122932379/2021	1474
USA/WA-CDC-UW21122963117/2021	1474
USA/WA-PHL-009718/2021	1475
USA/WA-PHL-007995/2021	1476
USA/WA-S16286/2022	1477
USA/WA-CDC-UW22030298390/2022	1478
USA/WA-PHL-016149/2022	1479
USA/WA-S18169/2022	1480
USA/WA-CDC-UW22022812179/2022	1481
USA/WA-S18540/2022	1482
USA/WA-CDC-LC0538679/2022	1483
USA/WA-S17325/2022	1484
USA/WA-S15844/2021	1485
USA/WA-CDC-UW21121776183/2021	1486
USA/WA-CDC-UW22021227597/2022	1486
USA/WA-CDC-UW21122770175/2021	1486
USA/WA-PHL-009810/2021	1486
USA/WA-S17332/2022	1487
USA/WA-CDC-UW22030526896/2022	1488
USA/WA-S16102/2022	1489
USA/WA-CDC-UW22022880062/2022	1490
USA/WA-CDC-UW22022856421/2022	1490
USA/WA-CDC-UW22022123716/2022	1491
USA/WA-CDC-UW22030551905/2022	1491
USA/WA-CDC-UW22030218070/2022	1492
USA/WA-CDC-UW22030556491/2022	1492
USA/WA-CDC-UW22030526841/2022	1493
USA/WA-CDC-UW22021432951/2022	1493
USA/WA-CDC-UW22021613895/2022	1493
USA/WA-CDC-UW22030367515/2022	1493
USA/WA-CDC-UW22030375701/2022	1493
USA/WA-UW-22021783755/2022	1494
USA/WA-UW-22022239918/2022	1495
USA/WA-UW-22022286851/2022	1495
USA/WA-CDC-UW22030309629/2022	1495
USA/WA-CDC-UW22030188510/2022	1496
USA/WA-CDC-UW22030463036/2022	1496
USA/WA-S17387/2022	1497
USA/WA-CDC-UW21123077685/2021	1498
USA/WA-S16185/2021	1499
USA/WA-S17800/2022	1500
USA/WA-PHL-013743/2022	1501
USA/WA-CDC-LC0484453/2022	1502
USA/WA-CDC-UW22020762935/2022	1502
USA/WA-CDC-UW22030135707/2022	1502
USA/WA-PHL-014922/2022	1503
USA/WA-S18603/2022	1503
USA/WA-S18182/2022	1504
USA/WA-UW-22022134298/2022	1505
USA/WA-CDC-UW22021661323/2022	1505
USA/WA-S18583/2022	1506
USA/WA-S17980/2022	1507
USA/WA-S18467/2022	1508
USA/WA-PHL-009768/2021	1509
USA/WA-PHL-009770/2021	1509
USA/WA-CDC-UW22010783236/2022	1510
USA/WA-S18542/2022	1511
USA/WA-CDC-UW22010532671/2022	1512
USA/WA-CDC-UW22010555725/2022	1512
USA/WA-CDC-UW22022035661/2022	1513
USA/WA-CDC-FG-285083/2022	1514
USA/WA-CDC-UW22030365729/2022	1515
USA/WA-S19328/2021	1516
USA/WA-S15837/2021	1517
USA/WA-CDC-LC0451089/2021	1518
USA/WA-CDC-UW21122828074/2021	1519
USA/WA-S16921/2022	1520
USA/WA-CDC-UW22030105991/2022	1521
USA/WA-CDC-UW22022877458/2022	1522
USA/WA-CDC-UW22030534218/2022	1522
USA/WA-PHL-009544/2021	1523
USA/WA-CDC-UW21121442793/2021	1524
USA/WA-S16316/2022	1525
USA/WA-S16416/2022	1526
USA/WA-S16497/2022	1526
USA/WA-CDC-UW22020987551/2022	1527
USA/WA-PHL-013103/2022	1528
USA/WA-CDC-UW22022122169/2022	1528
USA/WA-UW-22021829520/2022	1528
USA/WA-PHL-015908/2022	1528
USA/WA-CDC-UW22020236893/2022	1529
USA/WA-S17186/2022	1530
USA/WA-CDC-LC0499532/2022	1531
USA/WA-UW-22021052550/2022	1532
USA/WA-S18201/2022	1533
USA/WA-S16551/2022	1534
USA/WA-S16619/2022	1534
USA/WA-CDC-LC0471586/2022	1534
USA/WA-S16555/2022	1534
USA/WA-S16761/2022	1534
USA/WA-S16620/2022	1535
USA/WA-CDC-LC0471634/2022	1536
USA/WA-S17149/2022	1537
USA/WA-CDC-LC0446896/2021	1538
USA/WA-S16585/2022	1539
USA/WA-S16532/2022	1540
USA/WA-S17416/2022	1541
USA/WA-S18578/2022	1542
USA/WA-CDC-UW21123109666/2021	1543
USA/WA-S16689/2022	1544
USA/WA-S17754/2022	1545
USA/WA-S17249/2022	1545
USA/WA-S17426/2022	1546
USA/WA-S17410/2022	1546
USA/WA-S17882/2022	1547
USA/WA-CDC-UW22020762045/2022	1548
USA/WA-S18525/2022	1549
USA/WA-CDC-UW21121684227/2021	1550
USA/WA-CDC-UW21122846219/2021	1550
USA/WA-S15795/2021	1550
USA/WA-PHL-016048/2022	1550
USA/WA-UW-22021744338/2022	1550
USA/WA-S16798/2022	1550
USA/WA-CDC-UW22020846223/2022	1551
USA/WA-S18179/2022	1552
USA/WA-S16062/2022	1553
USA/WA-CDC-LC0499370/2022	1553
USA/WA-S16026/2021	1554
USA/WA-UW-21122466871/2021	1555
USA/WA-UW-22011010191/2022	1556
USA/WA-CDC-UW22010506827/2022	1556
USA/WA-CDC-LC0450949/2021	1557
USA/WA-CDC-UW21122852089/2021	1558
USA/WA-S18103/2022	1559
USA/WA-S18397/2022	1559
USA/WA-S18480/2022	1559
USA/WA-S18481/2022	1559
USA/WA-S16352/2022	1560
USA/WA-PHL-014736/2022	1561
USA/WA-S18971/2022	1561
USA/WA-CDC-UW22021286034/2022	1562
USA/WA-CDC-LC0554889/2022	1563
USA/WA-CDC-UW22021907080/2022	1563
USA/WA-UW-22021620783/2022	1563
USA/WA-CDC-UW22022290668/2022	1563
USA/WA-CDC-LC0554896/2022	1563
USA/WA-S16518/2021	1564
USA/WA-S16506/2021	1564
USA/WA-CDC-UW22020999908/2022	1565
USA/WA-CDC-UW22020468962/2022	1566
USA/WA-S16962/2022	1567
USA/WA-CDC-UW22021858559/2022	1568
USA/WA-CDC-UW22022197422/2022	1569
USA/WA-CDC-UW22022357508/2022	1570
USA/WA-CDC-UW22022837162/2022	1570
USA/WA-CDC-UW22020892029/2022	1571
USA/WA-CDC-ASC210652438/2022	1572
USA/WA-S16134/2022	1573
USA/WA-UW-22021678609/2022	1573
USA/WA-CDC-UW22021687254/2022	1573
USA/WA-S16720/2022	1574
USA/WA-UW-22021837565/2022	1575
USA/WA-CDC-UW22030108818/2022	1576
USA/WA-CDC-UW22022840088/2022	1576
USA/WA-PHL-015912/2022	1576
USA/WA-UW-22030536926/2022	1576
USA/WA-CDC-UW22030679869/2022	1576
USA/WA-UW-22030619558/2022	1576
USA/WA-S15787/2021	1577
USA/WA-S16688/2022	1578
USA/WA-CDC-UW22030255105/2022	1579
USA/WA-CDC-UW22022569947/2022	1579
USA/WA-CDC-UW22020868939/2022	1579
USA/WA-CDC-UW22011283455/2022	1580
USA/WA-S16120/2022	1581
USA/WA-S17719/2022	1582
USA/WA-CDC-UW22021001261/2022	1583
USA/WA-CDC-UW22020737907/2022	1584
USA/WA-CDC-LC0450964/2021	1585
USA/WA-CDC-UW22021942148/2022	1586
USA/WA-PHL-009998/2022	1587
USA/WA-CDC-LC0561845/2022	1588
USA/WA-PHL-015913/2022	1588
USA/WA-PHL-015929/2022	1588
USA/WA-S19090/2022	1588
USA/WA-CDC-UW22030641134/2022	1588
USA/WA-S19156/2022	1588
USA/WA-CDC-UW22030623604/2022	1588
USA/WA-CDC-UW21122442223/2021	1589
USA/WA-PHL-009652/2021	1590
USA/WA-CDC-UW22022456489/2022	1590
USA/WA-CDC-UW22021942013/2022	1591
USA/WA-CDC-UW22010814389/2022	1592
USA/WA-PHL-009755/2021	1593
USA/WA-CDC-UW22010498650/2022	1594
USA/WA-S18492/2022	1595
USA/WA-CDC-UW22021767875/2022	1596
USA/WA-S16107/2022	1597
USA/WA-S17599/2022	1598
USA/WA-S15947/2021	1599
USA/WA-CDC-UW22021579610/2022	1600
USA/WA-CDC-UW22021122684/2022	1600
USA/WA-CDC-UW22021414060/2022	1601
USA/WA-UW-22021852087/2022	1602
USA/WA-CDC-UW22021097983/2022	1603
USA/WA-PHL-009533/2021	1604
USA/WA-PHL-009515/2021	1604
USA/WA-S16333/2022	1605
USA/WA-CDC-UW21121697437/2021	1606
USA/WA-PHL-009683/2021	1607
USA/WA-UW-21122120223/2021	1608
USA/WA-S16493/2022	1609
USA/WA-CDC-LC0471299/2022	1610
USA/WA-CDC-UW21122416810/2021	1611
USA/WA-CDC-UW21122482165/2021	1612
USA/WA-CDC-UW22022359003/2022	1613
USA/WA-CDC-UW22030114589/2022	1614
USA/WA-S17833/2021	1615
USA/WA-PHL-009838/2021	1616
USA/WA-CDC-UW21121867054/2021	1616
USA/WA-PHL-009840/2021	1616
USA/WA-CDC-LC0445967/2021	1617
USA/WA-CDC-LC0446021/2021	1618
USA/WA-PHL-009891/2021	1619
USA/WA-UW-22021034409/2022	1620
USA/WA-CDC-UW22020837244/2022	1621
USA/WA-CDC-UW22020823184/2022	1621
USA/WA-UW-22021092265/2022	1622
USA/WA-CDC-UW22022629192/2022	1623
USA/WA-UW-22021720789/2022	1623
USA/WA-PHL-010884/2022	1624
USA/WA-CDC-LC0555943/2022	1625
USA/WA-CDC-UW22021142336/2022	1625
USA/WA-CDC-UW22021417584/2022	1626
USA/WA-CDC-UW22022891443/2022	1627
USA/WA-CDC-FG-281025/2022	1627
USA/WA-S17049/2022	1628
USA/WA-PHL-016751/2022	1629
USA/WA-UW-22021815471/2022	1630
USA/WA-PHL-010752/2022	1631
USA/WA-CDC-UW22030101997/2022	1632
USA/WA-PHL-008009/2021	1633
USA/WA-CDC-UW22030126013/2022	1633
USA/WA-CDC-UW22020428236/2022	1633
USA/WA-S18601/2022	1633
USA/WA-S18627/2022	1634
USA/WA-UW-22021767003/2022	1635
USA/WA-CDC-UW21122454363/2021	1636
USA/WA-CDC-UW21121438699/2021	1637
USA/WA-S16033/2022	1638
USA/WA-UW-22010432376/2022	1639
USA/WA-PHL-009877/2021	1640
USA/WA-CDC-UW21121865642/2021	1641
USA/WA-S15828/2021	1641
USA/WA-S19388/2021	1642
USA/WA-S17063/2022	1643
USA/WA-CDC-UW22021097383/2022	1644
USA/WA-PHL-009711/2021	1645
USA/WA-UW-22011017268/2022	1646
USA/WA-S18555/2022	1647
USA/WA-S17869/2021	1648
USA/WA-S15902/2021	1649
USA/WA-S18544/2022	1649
USA/WA-S18041/2022	1649
USA/WA-CDC-FG-259729/2022	1650
USA/WA-S18886/2022	1651
USA/WA-UW-22022218955/2022	1652
USA/WA-UW-21122162329/2021	1653
USA/WA-S17219/2022	1654
USA/WA-S15988/2021	1655
USA/WA-UW-22021758944/2022	1656
