strain	cluster
USA/WA-UW-2021040107837/2021	818
USA/WA-UW-2021040208101/2021	818
USA/WA-UW-2021040204398/2021	818
USA/WA-UW-2021040200574/2021	818
USA/WA-UW-2021040305402/2021	818
USA/WA-UW-68447/2021	818
USA/WA-UW-68073/2021	818
USA/WA-UW-68581/2021	818
USA/WA-UW-68513/2021	818
USA/WA-UW-68560/2021	818
USA/WA-UW-68551/2021	818
USA/WA-UW-68492/2021	818
USA/WA-UW-68476/2021	818
USA/WA-UW-68527/2021	818
USA/WA-UW-68486/2021	818
USA/WA-UW-68543/2021	818
USA/WA-UW-68546/2021	818
USA/WA-S5886/2021	818
USA/WA-S5835/2021	818
USA/WA-S5837/2021	818
USA/WA-S5987/2021	818
USA/WA-S5974/2021	818
USA/WA-S6000/2021	818
USA/WA-S5909/2021	818
USA/WA-S6297/2021	818
USA/WA-S6341/2021	818
USA/WA-S6278/2021	818
USA/WA-UW-2021040596763/2021	818
USA/WA-CDC-LC0035152/2021	818
USA/WA-UW-2021040209129/2021	818
USA/WA-S6265/2021	818
USA/WA-UW-68596/2021	818
USA/WA-S6338/2021	818
USA/WA-S6036/2021	818
USA/WA-S6020/2021	818
USA/WA-UW-69221/2021	818
USA/WA-UW-21042684349/2021	818
USA/WA-UW-68658/2021	818
USA/WA-S5904/2021	818
USA/WA-S6118/2021	818
USA/WA-UW-2021033006871/2021	818
USA/WA-S8858/2021	818
USA/WA-S8865/2021	818
USA/WA-Altius-ALTCOV-2UXHNACSKFCNKHXC/2021	818
USA/WA-UW-2021033007813/2021	818
USA/WA-S10369/2021	818
USA/WA-UW-21042297012/2021	818
USA/WA-UW-21042293451/2021	818
USA/WA-UW-2021033002799/2021	818
USA/WA-UW-2021033000130/2021	818
USA/WA-UW-2021033007754/2021	818
USA/WA-UW-67506/2021	818
USA/WA-UW-67428/2021	818
USA/WA-UW-67416/2021	818
USA/WA-UW-67420/2021	818
USA/WA-UW-67434/2021	818
USA/WA-S7149/2021	818
USA/WA-UW-68048/2021	818
USA/WA-UW-67833/2021	818
USA/WA-CDC-LC0034539/2021	818
USA/WA-CDC-LC0035426/2021	818
USA/WA-CDC-LC0035371/2021	818
USA/WA-CDC-LC0035172/2021	818
USA/WA-UW-69364/2021	818
USA/WA-UW-69359/2021	818
USA/WA-S6010/2021	818
USA/WA-S6021/2021	818
USA/WA-UW-68601/2021	818
USA/WA-S6273/2021	818
USA/WA-UW-2021041413607/2021	818
USA/WA-UW-2021040205551/2021	818
USA/WA-S6824/2021	818
USA/WA-S6207/2021	818
USA/WA-UW-68844/2021	818
USA/WA-S5903/2021	818
USA/WA-UW-2021041215714/2021	818
USA/WA-UW-2021033004938/2021	818
USA/WA-UW-2021033001369/2021	818
USA/WA-UW-2021033009769/2021	818
USA/WA-UW-2021033009860/2021	818
USA/WA-S5913/2021	818
USA/WA-UW-68497/2021	818
USA/WA-PHL-000255/2021	818
USA/WA-UW-68524/2021	818
USA/WA-UW-68519/2021	818
USA/WA-S6331/2021	818
USA/WA-S6322/2021	818
USA/WA-UW-2021041070018/2021	818
USA/WA-Altius-ALTCOV-EJAMAZUIIUDMQUED/2021	818
USA/WA-Altius-ALTCOV-YKFWHOY4HTEUCNFB/2021	818
USA/WA-UW-2021041209222/2021	818
USA/WA-UW-2021041031706/2021	818
USA/WA-UW-68501/2021	819
USA/WA-UW-21050404155/2021	820
USA/WA-CDC-UW21050394525/2021	820
USA/WA-CDC-UW21051042441/2021	821
USA/WA-CDC-UW21051093835/2021	821
USA/WA-UW-21050613232/2021	821
USA/WA-CDC-UW21050671425/2021	821
USA/WA-UW-21042122647/2021	821
USA/WA-UW-21050114968/2021	821
USA/WA-CDC-UW21052666305/2021	822
USA/WA-CDC-UW21050495584/2021	823
USA/WA-CDC-UW21051752169/2021	824
USA/WA-UW-21042102540/2021	825
USA/WA-UW-21042116425/2021	825
USA/WA-UW-21042165425/2021	825
USA/WA-CDC-UW21051757875/2021	826
USA/WA-CDC-UW21050546895/2021	827
USA/WA-CDC-UW21050617816/2021	827
USA/WA-UW-21050472141/2021	827
USA/WA-CDC-UW21051242650/2021	828
USA/WA-UW-67976/2021	829
USA/WA-CDC-UW21042081049/2021	829
USA/WA-UW-67957/2021	829
USA/WA-UW-68058/2021	829
USA/WA-S6031/2021	829
USA/WA-UW-68010/2021	829
USA/WA-CDC-UW21050621197/2021	829
USA/WA-CDC-UW21050147529/2021	829
USA/WA-UW-21042709521/2021	829
USA/WA-UW-21042725034/2021	830
USA/WA-UW-2021033101851/2021	831
USA/WA-CDC-UW21050398415/2021	832
USA/WA-UW-21051064360/2021	832
USA/WA-CDC-UW21051221380/2021	832
USA/WA-UW-21060843919/2021	833
USA/WA-CDC-UW21060247035/2021	833
USA/WA-CDC-UW21060106465/2021	834
USA/WA-CDC-UW21060372062/2021	835
USA/WA-UW-21050658952/2021	836
USA/WA-CDC-UW21060134349/2021	837
USA/WA-Altius-ALTCOV-JUSRDPXLZLZDUKRJ/2021	838
USA/WA-CDC-UW21060468329/2021	838
USA/WA-CDC-UW21051308748/2021	838
USA/WA-CDC-UW21051041929/2021	838
USA/WA-S8117/2021	838
USA/WA-S6106/2021	839
USA/WA-S8627/2021	840
USA/WA-UW-21052907124/2021	841
USA/WA-UW-21043039419/2021	842
USA/WA-UW-21050341518/2021	842
USA/WA-UW-21042900448/2021	842
USA/WA-UW-21042409810/2021	842
USA/WA-UW-21052928942/2021	843
USA/WA-UW-21042992348/2021	844
USA/WA-UW-21042652712/2021	845
USA/WA-UW-21043004614/2021	846
USA/WA-Altius-ALTCOV-IGOXY2IE2TPBC6UV/2021	847
USA/WA-UW-21042939700/2021	847
USA/WA-UW-21042930930/2021	847
USA/WA-UW-21042721581/2021	848
USA/WA-CDC-UW21052404160/2021	849
USA/WA-CDC-UW21052682357/2021	849
USA/WA-CDC-UW21060223955/2021	849
USA/WA-CDC-UW21060287294/2021	849
USA/WA-Altius-ALTCOV-JROHOYLYKT5D6TCW/2021	850
USA/WA-UW-21042820915/2021	851
USA/WA-Altius-ALTCOV-W3LMHD64OSCLQBEM/2021	852
USA/WA-UW-21042993964/2021	853
USA/WA-UW-21050357897/2021	853
USA/WA-CDC-UW21050199176/2021	853
USA/WA-S8458/2021	853
USA/WA-S8615/2021	853
USA/WA-S8602/2021	853
USA/WA-S8634/2021	853
USA/WA-CDC-UW21051867519/2021	853
USA/WA-CDC-UW21052535797/2021	853
USA/WA-Altius-ALTCOV-SQPCMM4FGCFPN3UV/2021	853
USA/WA-S8617/2021	853
USA/WA-S8612/2021	853
USA/WA-CDC-UW21051746308/2021	853
USA/WA-CDC-UW21052440222/2021	853
USA/WA-S8610/2021	853
USA/WA-CDC-UW21052413641/2021	853
USA/WA-UW-21050183130/2021	853
USA/WA-UW-21042019524/2021	853
USA/WA-UW-21042132667/2021	853
USA/WA-Altius-ALTCOV-HYNXDIJUVQ2FDTRN/2021	853
USA/WA-Altius-ALTCOV-W3IVDKEX4PA3U2WT/2021	853
USA/WA-Altius-ALTCOV-IIFA5NM2VECN4RUH/2021	853
USA/WA-UW-21042960078/2021	853
USA/WA-Altius-ALTCOV-XLTVLYE5ZASJTFTS/2021	853
USA/WA-UW-21050508345/2021	854
USA/WA-S8466/2021	854
USA/WA-UW-21043020616/2021	855
USA/WA-UW-21050744630/2021	855
USA/WA-Altius-ALTCOV-4Z6X627Z3HBBNYQM/2021	855
USA/WA-UW-21043038925/2021	855
USA/WA-CDC-UW21050671742/2021	855
USA/WA-UW-21051014747/2021	855
USA/WA-CDC-UW21050358418/2021	855
USA/WA-S8419/2021	855
USA/WA-Altius-ALTCOV-UCNRFFNSFMBODBG5/2021	856
USA/WA-Altius-ALTCOV-FFZKDUIOCHPJTBBG/2021	856
USA/WA-S8415/2021	856
USA/WA-CDC-UW21061500916/2021	856
USA/WA-UW-21051480676/2021	856
USA/WA-CDC-UW21060764304/2021	856
USA/WA-UW-21052870457/2021	856
USA/WA-CDC-UW21051831521/2021	857
USA/WA-UW-21051787081/2021	857
USA/WA-UW-21051820138/2021	857
USA/WA-S8657/2021	857
USA/WA-UW-21052716622/2021	858
USA/WA-UW-21052784330/2021	858
USA/WA-UW-21052173528/2021	858
USA/WA-Altius-ALTCOV-MVK4WPLNQPSN4NWF/2021	858
USA/WA-Altius-ALTCOV-OOVWBFMZPZ7QMNUK/2021	858
USA/WA-Altius-ALTCOV-FKZC5QTNAONKCSQB/2021	858
USA/WA-UW-21060874916/2021	859
USA/WA-S7584/2021	860
USA/WA-S8462/2021	861
USA/WA-CDC-UW21051747412/2021	862
USA/WA-CDC-UW21051225089/2021	862
USA/WA-UW-21042824144/2021	863
USA/WA-CDC-UW21042880293/2021	864
USA/WA-UW-21050551552/2021	864
USA/WA-UW-21052600480/2021	864
USA/WA-UW-21051524289/2021	864
USA/WA-CDC-UW21051422975/2021	864
USA/WA-CDC-UW21051300580/2021	864
USA/WA-Altius-ALTCOV-4YJFZIIRXHLFPBQU/2021	865
USA/WA-S8464/2021	865
USA/WA-Altius-ALTCOV-YCVNLFDJS7Q4WZRI/2021	865
USA/WA-Altius-ALTCOV-HASMPZKUZBVTC7SM/2021	865
USA/WA-CDC-UW21052705908/2021	865
USA/WA-Altius-ALTCOV-VSYFY33WHIMEUZGY/2021	865
USA/WA-Altius-ALTCOV-OIL3L5K6CJFGZSS5/2021	866
USA/WA-Altius-ALTCOV-IETPHLHYNBW4J6TQ/2021	867
USA/WA-S8411/2021	868
USA/WA-UW-21050309090/2021	868
USA/WA-CDC-UW21050309096/2021	868
USA/WA-Altius-ALTCOV-5EUHOXJUZUJXWVDP/2021	869
USA/WA-Altius-ALTCOV-QOGX4JC5UX3M5HAB/2021	870
USA/WA-Altius-ALTCOV-7YAVITGUSCNQ77W5/2021	871
USA/WA-Altius-ALTCOV-PEKQWUGML3FS5VXC/2021	872
USA/WA-UW-21042372729/2021	873
USA/WA-UW-21042687321/2021	874
USA/WA-UW-21050397906/2021	875
USA/WA-CDC-LC0070924/2021	876
USA/WA-Altius-ALTCOV-GNMLWJGEZ5YHSYTC/2021	877
USA/WA-Altius-ALTCOV-NAU7MTWZ3SRMW7RH/2021	878
USA/WA-Altius-ALTCOV-3WYL47FXRLLMMRFP/2021	879
USA/WA-Altius-ALTCOV-66KIVRF5XX3246TL/2021	879
USA/WA-Altius-ALTCOV-X3ANXYKRTUUDUSV7/2021	880
USA/WA-Altius-ALTCOV-AZZ2KNM34KKPZHDN/2021	881
USA/WA-CDC-UW21061037526/2021	882
USA/WA-CDC-UW21061858641/2021	883
USA/WA-UW-21060816639/2021	884
USA/WA-CDC-UW21060753352/2021	885
USA/WA-Altius-ALTCOV-EIOJ7FCM6PFP4RQQ/2021	886
USA/WA-CDC-UW21052412938/2021	887
USA/WA-UW-21042313565/2021	888
USA/WA-CDC-UW21050625679/2021	888
USA/WA-UW-21042971339/2021	888
USA/WA-UW-21050522587/2021	889
USA/WA-UW-2021040601757/2021	890
USA/WA-UW-2021040208953/2021	890
USA/WA-Altius-ALTCOV-VY3XETDRC3QZCMX2/2021	891
USA/WA-CDC-UW21050608373/2021	891
USA/WA-Altius-ALTCOV-SVM2ERQLHMFYUXEO/2021	891
USA/WA-S6943/2021	892
USA/WA-S7616/2021	892
USA/WA-UW-21042782494/2021	892
USA/WA-CDC-UW21050602336/2021	892
USA/WA-S6980/2021	892
USA/WA-S6981/2021	892
USA/WA-UW-21050177832/2021	892
USA/WA-UW-21042263218/2021	893
USA/WA-UW-21041976625/2021	894
USA/WA-UW-21042351841/2021	894
USA/WA-PHL-000740/2021	894
USA/WA-Altius-ALTCOV-C6XQIZIW7WAPKHXI/2021	894
USA/WA-UW-67826/2021	895
USA/WA-S5858/2021	896
USA/WA-S8244/2021	897
USA/WA-S6451/2021	898
USA/WA-S6029/2021	899
USA/WA-S6026/2021	899
USA/WA-S6857/2021	900
USA/WA-UW-21041913596/2021	901
USA/WA-CDC-UW21050106738/2021	901
USA/WA-S8199/2021	902
USA/WA-CDC-UW21051198686/2021	903
USA/WA-CDC-UW21051174661/2021	903
USA/WA-CDC-UW21051052920/2021	903
USA/WA-Altius-ALTCOV-WHFIZT5AF3O7UTR3/2021	903
USA/WA-Altius-ALTCOV-WHA37X2F2NC4KUFP/2021	903
USA/WA-Altius-ALTCOV-767QE3SYEOOGCJQT/2021	903
USA/WA-Altius-ALTCOV-2A4XDTZ4KPDQJQQS/2021	903
USA/WA-CDC-UW21050318710/2021	903
USA/WA-Altius-ALTCOV-LCIBGSHOJI6YX7UR/2021	903
USA/WA-Altius-ALTCOV-HJO2Z2NGFRT2IEU3/2021	903
USA/WA-Altius-ALTCOV-2IAYPLMWXSOE6XQO/2021	904
USA/WA-UW-21041947927/2021	905
USA/WA-UW-21041949182/2021	905
USA/WA-CDC-UW21042696789/2021	906
USA/WA-UW-21050337457/2021	907
USA/WA-UW-21061561210/2021	908
USA/WA-UW-21063086715/2021	908
USA/WA-UW-21050344213/2021	908
USA/WA-CDC-UW21042891850/2021	908
USA/WA-CDC-UW21051338715/2021	909
USA/WA-UW-21042654845/2021	910
USA/WA-CDC-UW21042783017/2021	911
USA/WA-UW-21060559344/2021	912
USA/WA-UW-2021041203608/2021	913
USA/WA-UW-2021041204238/2021	913
USA/WA-UW-2021040506395/2021	914
USA/WA-CDC-UW21042973013/2021	914
USA/WA-CDC-UW21042914583/2021	914
USA/WA-UW-21041461340/2021	915
USA/WA-CDC-UW21042616500/2021	915
USA/WA-UW-21061662449/2021	916
USA/WA-CDC-UW21051783138/2021	917
USA/WA-UW-2021040927612/2021	918
USA/WA-UW-21052869006/2021	919
USA/WA-CDC-UW21081757040/2021	920
USA/WA-UW-21080741707/2021	920
USA/WA-CDC-UW21081340170/2021	920
USA/WA-UW-21081905103/2021	920
USA/WA-UW-21043043881/2021	921
USA/WA-Altius-ALTCOV-PIR565J2ZAIRMXVN/2021	922
USA/WA-S8839/2021	922
USA/WA-Altius-ALTCOV-EN2RCHVIODPVVLQK/2021	923
USA/WA-UW-21042242248/2021	923
USA/WA-UW-21042239949/2021	923
USA/WA-Altius-ALTCOV-3U2YQQLYR2H2ZXQH/2021	924
USA/WA-CDC-UW21051750094/2021	925
USA/WA-UW-2021041031185/2021	926
USA/WA-UW-21052108982/2021	927
USA/WA-UW-21042718084/2021	928
USA/WA-UW-2021040808880/2021	929
USA/WA-S8174/2021	929
USA/WA-UW-21050354697/2021	929
USA/WA-UW-21050550889/2021	929
USA/WA-CDC-UW21050549329/2021	929
USA/WA-UW-21050368949/2021	929
USA/WA-UW-21050350701/2021	929
USA/WA-UW-21050569900/2021	929
USA/WA-UW-21042077310/2021	930
USA/WA-PHL-000834/2021	930
USA/WA-Altius-ALTCOV-VLZTHAHJAD5B3FAN/2021	930
USA/WA-Altius-ALTCOV-GO3THVRCLA7X3BXA/2021	931
USA/WA-Altius-ALTCOV-MUEQAWZLUR4UOFFH/2021	932
USA/WA-CDC-LC0045048/2021	933
USA/WA-CDC-UW21052462622/2021	933
USA/WA-CDC-UW21050629646/2021	934
USA/WA-Altius-ALTCOV-7I6OSEQWQHZWZMAQ/2021	935
USA/WA-UW-21052885149/2021	935
USA/WA-UW-21041768902/2021	936
USA/WA-UW-21042042028/2021	937
USA/WA-Altius-ALTCOV-7E3DNB6PPDWOD4X7/2021	938
USA/WA-UW-21042289480/2021	939
USA/WA-UW-21042183276/2021	940
USA/WA-CDC-UW21042778810/2021	941
USA/WA-CDC-UW21050326762/2021	942
USA/WA-CDC-UW21050350284/2021	942
USA/WA-CDC-UW21050397116/2021	942
USA/WA-CDC-UW21050516600/2021	943
USA/WA-UW-21050870884/2021	944
USA/WA-Altius-ALTCOV-OIS2B6BM642MMYTJ/2021	945
USA/WA-CDC-UW21061106829/2021	946
USA/WA-CDC-UW21061428868/2021	946
USA/WA-CDC-UW21062589532/2021	946
USA/WA-S9486/2021	946
USA/WA-UW-21063062463/2021	946
USA/WA-S9585/2021	946
USA/WA-CDC-UW21061857202/2021	947
USA/WA-CDC-UW21061163320/2021	948
USA/WA-S9476/2021	949
USA/WA-UW-21060941651/2021	949
USA/WA-S9321/2021	949
USA/WA-S9326/2021	950
USA/WA-CDC-UW21060224363/2021	951
USA/WA-S9306/2021	951
USA/WA-S9307/2021	951
USA/WA-S9325/2021	951
USA/WA-S9308/2021	951
USA/WA-S9324/2021	951
USA/WA-UW-68013/2021	952
USA/WA-CDC-UW21051264509/2021	953
USA/WA-S7432/2021	953
USA/WA-UW-21041621951/2021	954
USA/WA-UW-2021040892734/2021	955
USA/WA-CDC-UW21050612719/2021	955
USA/WA-Altius-ALTCOV-54EHDFBKU6OJWKX3/2021	955
USA/WA-CDC-UW21050343218/2021	955
USA/WA-UW-21042398570/2021	955
USA/WA-Altius-ALTCOV-SO4BOVF6RZ6R77RY/2021	955
USA/WA-Altius-ALTCOV-4HUMTFSV65BNP2W6/2021	955
USA/WA-UW-2021041126418/2021	956
USA/WA-CDC-LC0044856/2021	957
USA/WA-UW-67194/2021	958
USA/WA-S9467/2021	959
USA/WA-CDC-UW21061419940/2021	960
USA/WA-UW-2021041036058/2021	961
USA/WA-UW-2021040820148/2021	961
USA/WA-UW-66346/2021	962
USA/WA-Altius-ALTCOV-Z535OQZGG4EEAJDL/2021	962
USA/WA-UW-68002/2021	962
USA/WA-UW-21041682544/2021	962
USA/WA-UW-68580/2021	962
USA/WA-UW-2021041205575/2021	962
USA/WA-Altius-ALTCOV-5DBUT5KQI37BQ4EL/2021	962
USA/WA-UW-2021041365165/2021	962
USA/WA-S8147/2021	962
USA/WA-Altius-ALTCOV-3AVC22BWD3W4PRTC/2021	963
USA/WA-Altius-ALTCOV-T677DMIFUL2RTOSK/2021	963
USA/WA-UW-2021033009238/2021	964
USA/WA-S6363/2021	964
USA/WA-S6355/2021	964
USA/WA-UW-2021040578714/2021	964
USA/WA-Altius-ALTCOV-AQU3XVNRJQWOWUX7/2021	964
USA/WA-CDC-LC0045548/2021	964
USA/WA-UW-21041951930/2021	964
USA/WA-CDC-UW21050381283/2021	964
USA/WA-UW-21042637279/2021	964
USA/WA-S8200/2021	964
USA/WA-CDC-UW21050524980/2021	964
USA/WA-Altius-ALTCOV-4UXZMU3JWXPZ67AI/2021	964
USA/WA-UW-21050947078/2021	964
USA/WA-UW-21060527620/2021	964
USA/WA-UW-21060599045/2021	964
USA/WA-UW-21060586606/2021	964
USA/WA-UW-2021041227351/2021	964
USA/WA-CDC-UW21051460929/2021	964
USA/WA-UW-21051554757/2021	964
USA/WA-S7451/2021	964
USA/WA-UW-21050409780/2021	964
USA/WA-CDC-UW21050383400/2021	964
USA/WA-UW-21043073701/2021	964
USA/WA-UW-21042842344/2021	964
USA/WA-CDC-UW21050604226/2021	964
USA/WA-Altius-ALTCOV-O2AJT6DFOICSTRXQ/2021	964
USA/WA-CDC-UW21051288573/2021	964
USA/WA-S8823/2021	964
USA/WA-Altius-ALTCOV-3DCIKDJALDOGPKEV/2021	964
USA/WA-S7578/2021	964
USA/WA-UW-21050555304/2021	964
USA/WA-UW-21043069354/2021	964
USA/WA-Altius-ALTCOV-KGFJSVX3VYHDE2HY/2021	964
USA/WA-CDC-UW21051071874/2021	965
USA/WA-Altius-ALTCOV-YKOH5UXSOTBGP2R5/2021	965
USA/WA-Altius-ALTCOV-HLYQXGFV73YQ3NRN/2021	965
USA/WA-CDC-UW21051802056/2021	965
USA/WA-Altius-ALTCOV-U7JEOE77MDPIVBC6/2021	965
USA/WA-Altius-ALTCOV-HZ2DOXOXWNYRFDXO/2021	965
USA/WA-Altius-ALTCOV-7W7N5ZQTAAVOJRER/2021	965
USA/WA-Altius-ALTCOV-XFYJ57U7KIX34OAI/2021	965
USA/WA-Altius-ALTCOV-IPMPAGG2OCXCZIXC/2021	965
USA/WA-Altius-ALTCOV-R3DJM7CWSZFURPTZ/2021	965
USA/WA-Altius-ALTCOV-ADQX34NNPR2E37BG/2021	965
USA/WA-Altius-ALTCOV-MW7ZGKG5OTBQPQRJ/2021	965
USA/WA-Altius-ALTCOV-XZHSUQORWQ3NEPEL/2021	965
USA/WA-Altius-ALTCOV-ILUDIYF75XSWOPTW/2021	965
USA/WA-PHL-000878/2021	965
USA/WA-Altius-ALTCOV-CI3GKGT4LDOYV5UL/2021	965
USA/WA-CDC-UW21051328050/2021	965
USA/WA-Altius-ALTCOV-3MVVRTR46G7FEERW/2021	966
USA/WA-CDC-UW21051388933/2021	967
USA/WA-CDC-UW21052419355/2021	968
USA/WA-S6162/2021	969
USA/WA-S6998/2021	970
USA/WA-UW-2021040303439/2021	971
USA/WA-UW-68099/2021	971
USA/WA-UW-68069/2021	971
USA/WA-UW-68588/2021	971
USA/WA-S6072/2021	972
USA/WA-S6073/2021	972
USA/WA-Altius-ALTCOV-PN3W3SD3JU2P2GHO/2021	973
USA/WA-S6948/2021	974
USA/WA-S7048/2021	974
USA/WA-PHL-000485/2021	974
USA/WA-UW-2021040990432/2021	975
USA/WA-UW-21042640971/2021	975
USA/WA-UW-21042454353/2021	975
USA/WA-Altius-ALTCOV-SWWUX42D5UGWZEBF/2021	976
USA/WA-UW-21042319365/2021	976
USA/WA-Altius-ALTCOV-YZZB6VMOJTRQEOEU/2021	976
USA/WA-Altius-ALTCOV-RWPVFPRCV4HVLJBL/2021	976
USA/WA-Altius-ALTCOV-UU3YR32X6JCITPR3/2021	976
USA/WA-S7028/2021	976
USA/WA-Altius-ALTCOV-HWSDW7CCZFIYTRUQ/2021	976
USA/WA-UW-21050357149/2021	976
USA/WA-CDC-UW21042994678/2021	976
USA/WA-UW-21061613705/2021	976
USA/WA-UW-21061737268/2021	976
USA/WA-CDC-UW21050611312/2021	976
USA/WA-CDC-UW21051830638/2021	976
USA/WA-UW-21051855889/2021	976
USA/WA-CDC-UW21051093432/2021	976
USA/WA-CDC-UW21060373664/2021	976
USA/WA-S10378/2021	976
USA/WA-S8410/2021	976
USA/WA-S8266/2021	976
USA/WA-S9026/2021	976
USA/WA-S9019/2021	977
USA/WA-UW-68056/2021	978
USA/WA-S5831/2021	979
USA/WA-S5786/2021	979
USA/WA-Altius-ALTCOV-OAV775JNHW6RBXCW/2021	980
USA/WA-UW-21042825576/2021	980
USA/WA-CDC-LC0034468/2021	981
USA/WA-CDC-UW21050680258/2021	982
USA/WA-UW-21050558083/2021	983
USA/WA-UW-21050803000/2021	984
USA/WA-Altius-ALTCOV-VOKF5C7KMBDWPPC7/2021	985
USA/WA-UW-2021041068642/2021	986
USA/WA-Altius-ALTCOV-JBIW7GZAPAU5PIC7/2021	987
USA/WA-Altius-ALTCOV-CONOCCIIYZDXN3HO/2021	988
USA/WA-S8808/2021	989
USA/WA-S8227/2021	989
USA/WA-CDC-UW21052501752/2021	989
USA/WA-Altius-ALTCOV-YHKJYRQF36JLPVUM/2021	989
USA/WA-UW-21051520486/2021	989
USA/WA-Altius-ALTCOV-KL25Y3TNFIXM6KHM/2021	989
USA/WA-S8212/2021	989
USA/WA-S8249/2021	989
USA/WA-Altius-ALTCOV-FTP3FLXPQGJOEVRK/2021	989
USA/WA-Altius-ALTCOV-AGW6IVOZBF5HRLQI/2021	990
USA/WA-UW-21042635474/2021	990
USA/WA-UW-21042428781/2021	990
USA/WA-CDC-UW21042609094/2021	991
USA/WA-UW-2021041332044/2021	992
USA/WA-UW-2021040998225/2021	992
USA/WA-UW-2021041369183/2021	992
USA/WA-CDC-UW21050392571/2021	993
USA/WA-CDC-UW21062548824/2021	994
USA/WA-CDC-UW21062575464/2021	994
USA/WA-CDC-UW21062148764/2021	994
USA/WA-CDC-UW21062392936/2021	994
USA/WA-Altius-ALTCOV-FLH4CRZ3IACNOLWH/2021	995
USA/WA-UW-21042661848/2021	995
USA/WA-CDC-UW21061885464/2021	995
USA/WA-S9323/2021	995
USA/WA-S8809/2021	995
USA/WA-S9017/2021	995
USA/WA-UW-21042906187/2021	996
USA/WA-CDC-UW21060745666/2021	997
USA/WA-Altius-ALTCOV-O4AS6L4TXC2WIHXA/2021	998
USA/WA-Altius-ALTCOV-Q36OEFBLLD5UZMEP/2021	998
USA/WA-Altius-ALTCOV-4X2B6TQDEA76ALDD/2021	999
USA/WA-CDC-UW21051037733/2021	1000
USA/WA-CDC-UW21050675499/2021	1001
USA/WA-CDC-UW21050485943/2021	1002
USA/WA-CDC-UW21051006807/2021	1002
USA/WA-UW-21042018176/2021	1003
USA/WA-UW-2021041651601/2021	1003
USA/WA-UW-2021041702940/2021	1003
USA/WA-S8246/2021	1004
USA/WA-CDC-UW21051308984/2021	1005
USA/WA-CDC-UW21050437194/2021	1005
USA/WA-CDC-UW21050342600/2021	1005
USA/WA-UW-2021040503237/2021	1005
USA/WA-Altius-ALTCOV-QABK7MKEH2WAUMBK/2021	1005
USA/WA-UW-21041599561/2021	1005
USA/WA-S10398/2021	1005
USA/WA-CDC-UW21051111115/2021	1006
USA/WA-CDC-UW21050348397/2021	1006
USA/WA-CDC-UW21050380681/2021	1007
USA/WA-Altius-ALTCOV-CKNAZ3733S43SAC6/2021	1008
USA/WA-S8283/2021	1008
USA/WA-S8280/2021	1008
USA/WA-UW-21042207105/2021	1009
USA/WA-UW-21042417750/2021	1010
USA/WA-UW-21042762945/2021	1010
USA/WA-UW-21050559852/2021	1010
USA/WA-Altius-ALTCOV-5C32KVZUYQ42RGSE/2021	1010
USA/WA-UW-21042813699/2021	1010
USA/WA-Altius-ALTCOV-62EEG7VHHLZ6BPEZ/2021	1010
USA/WA-Altius-ALTCOV-J5NDIKHKVCXXYRVY/2021	1010
USA/WA-CDC-UW21051733167/2021	1010
USA/WA-S10390/2021	1010
USA/WA-S6875/2021	1010
USA/WA-UW-21051475910/2021	1011
USA/WA-UW-21042869601/2021	1012
USA/WA-Altius-ALTCOV-7OWWNXVLFX6BD4QX/2021	1013
USA/WA-Altius-ALTCOV-DVDPU3PWMQTV5GAI/2021	1014
USA/WA-S8050/2021	1014
USA/WA-S8049/2021	1014
USA/WA-UW-21060703779/2021	1015
USA/WA-S8825/2021	1015
USA/WA-S8828/2021	1015
USA/WA-UW-2021041266494/2021	1016
USA/WA-CDC-UW21051007904/2021	1016
USA/WA-Altius-ALTCOV-IEARK4FXF75MZ2CC/2021	1016
USA/WA-Altius-ALTCOV-ZIVXYGBIGSM44MQ5/2021	1016
USA/WA-Altius-ALTCOV-2PETI4HWCVGC4BDP/2021	1016
USA/WA-UW-21060902602/2021	1017
USA/WA-CDC-UW21050136100/2021	1018
USA/WA-CDC-UW21050184372/2021	1018
USA/WA-UW-21041499230/2021	1019
USA/WA-UW-21041753255/2021	1020
USA/WA-Altius-ALTCOV-3WKNYEF2TEIBJMD5/2021	1021
USA/WA-S7542/2021	1022
USA/WA-Altius-ALTCOV-K4KEJMYDGQOPMFEH/2021	1023
USA/WA-Altius-ALTCOV-HD6TCC5OCRKD6SHZ/2021	1023
USA/WA-Altius-ALTCOV-HLIBLWUX4G7LZORL/2021	1023
USA/WA-UW-21051472519/2021	1024
USA/WA-CDC-UW21051387390/2021	1025
USA/WA-CDC-UW21051592424/2021	1025
USA/WA-CDC-UW21051076309/2021	1025
USA/WA-CDC-UW21051090125/2021	1026
USA/WA-CDC-UW21051003579/2021	1027
USA/WA-UW-21052469128/2021	1028
USA/WA-S9468/2021	1029
USA/WA-UW-21042141609/2021	1030
USA/WA-UW-21042007514/2021	1031
USA/WA-UW-21042052543/2021	1031
USA/WA-UW-21042049460/2021	1031
USA/WA-UW-21042092667/2021	1031
USA/WA-UW-21042006114/2021	1031
USA/WA-UW-21041946468/2021	1032
USA/WA-UW-21042335123/2021	1032
USA/WA-UW-21042338150/2021	1032
USA/WA-Altius-ALTCOV-4MGYPUC3YFMDX7XE/2021	1032
